CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14861,125.79,1,117,2011-10-18 12:54:00,2011-10-18 12:54:00,51,1,125.79,3,1,1,5,At Risk
14862,841.1999999999999,2,772,2011-11-14 10:01:00,2011-07-14 11:20:00,25,2,841.1999999999999,4,3,3,10,Loyal
14863,266.76,1,132,2011-11-10 15:04:00,2011-11-10 15:04:00,28,1,266.76,4,1,2,7,Potential Loyal
14865,52.2,2,108,2011-12-02 16:25:00,2010-12-02 18:23:00,6,2,52.2,5,3,1,9,Potential Loyal
14866,14389.9,12,6752,2011-11-29 11:45:00,2010-12-08 14:58:00,10,12,14389.9,5,5,5,15,VIP
14867,710.28,3,328,2011-06-07 11:39:00,2011-01-07 16:34:00,185,3,710.28,1,3,3,7,Potential Loyal
14868,2953.59,8,1405,2011-12-06 14:49:00,2011-04-20 13:36:00,2,8,2953.59,5,5,5,15,VIP
14869,721.45,2,549,2011-12-01 12:36:00,2011-08-28 16:09:00,8,2,721.45,5,3,3,11,Loyal
14870,327.25,1,119,2011-03-23 10:51:00,2011-03-23 10:51:00,261,1,327.25,1,1,2,4,Lost
14871,501.28000000000003,4,179,2011-12-06 13:42:00,2010-12-14 12:18:00,2,4,501.28000000000003,5,4,3,12,Loyal
14873,519.68,1,168,2011-05-13 13:52:00,2011-05-13 13:52:00,209,1,519.68,1,1,3,5,At Risk
14875,1465.3200000000002,2,558,2011-08-24 12:20:00,2011-03-22 11:53:00,107,2,1465.3200000000002,2,3,4,9,Potential Loyal
14878,1476.09,9,799,2011-11-27 11:15:00,2010-12-16 12:11:00,12,9,1476.09,5,5,4,14,VIP
14880,690.59,3,365,2011-09-23 13:42:00,2011-02-24 12:27:00,76,3,690.59,2,3,3,8,Potential Loyal
14881,255.4,1,316,2011-11-20 11:06:00,2011-11-20 11:06:00,19,1,255.4,4,1,2,7,Potential Loyal
14882,589.7,2,158,2011-11-13 12:47:00,2011-11-06 10:15:00,26,2,589.7,4,3,3,10,Loyal
14883,761.59,6,790,2011-11-21 10:23:00,2011-05-12 09:49:00,18,6,761.59,4,5,3,12,Loyal
14885,765.3199999999999,1,724,2011-07-31 12:05:00,2011-07-31 12:05:00,131,1,765.3199999999999,2,1,3,6,At Risk
14886,364.8,1,160,2011-04-01 08:56:00,2011-04-01 08:56:00,252,1,364.8,1,1,2,4,Lost
14887,1862.0,1,1100,2011-09-21 15:32:00,2011-09-21 15:32:00,78,1,1862.0,2,1,4,7,Potential Loyal
14888,369.2,1,184,2011-05-16 14:58:00,2011-05-16 14:58:00,206,1,369.2,1,1,2,4,Lost
14889,135.9,1,90,2011-01-07 15:19:00,2011-01-07 15:19:00,335,1,135.9,1,1,1,3,Lost
14890,125.65,1,51,2011-03-31 11:57:00,2011-03-31 11:57:00,253,1,125.65,1,1,1,3,Lost
14891,554.38,2,505,2011-07-14 18:08:00,2011-06-05 10:58:00,147,2,554.38,2,3,3,8,Potential Loyal
14893,1237.8500000000001,2,799,2011-11-30 12:31:00,2011-11-28 10:49:00,9,2,1237.8500000000001,5,3,4,12,Loyal
14894,655.75,1,265,2011-09-15 13:51:00,2011-09-15 13:51:00,84,1,655.75,2,1,3,6,At Risk
14895,11138.710000000001,20,4851,2011-12-02 09:23:00,2011-02-22 13:08:00,7,20,11138.710000000001,5,5,5,15,VIP
14896,468.77000000000004,2,279,2011-05-19 10:20:00,2010-12-09 12:24:00,204,2,468.77000000000004,1,3,2,6,At Risk
14897,1366.38,4,468,2011-12-02 10:32:00,2011-02-16 08:37:00,7,4,1366.38,5,4,4,13,VIP
14898,1269.31,6,1001,2011-11-16 14:54:00,2010-12-03 15:25:00,22,6,1269.31,4,5,4,13,VIP
14901,1421.29,9,661,2011-11-28 17:09:00,2010-12-02 11:20:00,10,9,1421.29,5,5,4,14,VIP
14902,332.66,1,218,2011-11-14 10:34:00,2011-11-14 10:34:00,25,1,332.66,4,1,2,7,Potential Loyal
14903,2795.33,5,1531,2011-11-18 16:07:00,2011-03-06 11:50:00,20,5,2795.33,4,4,5,13,VIP
14904,1025.44,2,1985,2011-12-07 12:55:00,2011-11-14 09:13:00,1,2,1025.44,5,3,4,12,Loyal
14905,616.15,2,287,2011-07-05 12:41:00,2011-04-20 10:48:00,157,2,616.15,2,3,3,8,Potential Loyal
14907,3501.1,7,1691,2011-12-06 14:14:00,2010-12-07 10:14:00,2,7,3501.1,5,5,5,15,VIP
14908,277.8,1,132,2011-09-26 12:56:00,2011-09-26 12:56:00,73,1,277.8,2,1,2,5,At Risk
14910,434.35,4,238,2011-12-07 10:06:00,2011-10-16 11:06:00,2,4,434.35,5,4,2,11,Loyal
14911,143711.17,201,80240,2011-12-08 15:54:00,2010-12-01 14:05:00,0,201,143711.17,5,5,5,15,VIP
14912,867.85,2,971,2011-11-23 09:20:00,2011-04-07 11:06:00,16,2,867.85,4,3,3,10,Loyal
14913,1227.43,4,1743,2011-11-04 08:29:00,2010-12-15 14:35:00,35,4,1227.43,3,4,4,11,Loyal
14915,307.48,2,112,2011-09-09 13:34:00,2011-03-07 09:39:00,90,2,307.48,2,3,2,7,Potential Loyal
14916,1268.98,4,1136,2011-09-30 09:20:00,2011-01-19 15:30:00,70,4,1268.98,3,4,4,11,Loyal
14918,1610.15,2,675,2011-08-16 11:50:00,2011-07-08 12:50:00,115,2,1610.15,2,3,4,9,Potential Loyal
14920,977.77,2,509,2011-05-11 10:32:00,2011-05-11 10:31:00,212,2,977.77,1,3,4,8,Potential Loyal
14921,1316.07,2,953,2011-11-09 13:17:00,2011-05-22 12:51:00,29,2,1316.07,4,3,4,11,Loyal
14923,749.1,1,418,2011-10-20 11:51:00,2011-10-20 11:51:00,50,1,749.1,3,1,3,7,Potential Loyal
14924,310.05,1,64,2011-04-08 09:25:00,2011-04-08 09:25:00,245,1,310.05,1,1,2,4,Lost
14929,223.88,1,136,2011-11-07 17:21:00,2011-11-07 17:21:00,31,1,223.88,4,1,1,6,At Risk
14930,2362.96,3,1160,2011-08-23 10:31:00,2011-03-10 14:42:00,108,3,2362.96,2,3,5,10,Loyal
14931,1257.68,5,417,2011-12-05 10:19:00,2011-04-13 09:32:00,4,5,1257.68,5,4,4,13,VIP
14932,363.53,1,80,2010-12-09 11:48:00,2010-12-09 11:48:00,365,1,363.53,1,1,2,4,Lost
14934,1890.94,2,1042,2011-09-19 10:10:00,2011-03-02 11:48:00,81,2,1890.94,2,3,4,9,Potential Loyal
14935,1784.71,1,935,2011-02-15 14:44:00,2011-02-15 14:44:00,296,1,1784.71,1,1,4,6,At Risk
14936,8137.02,8,4085,2011-11-06 10:30:00,2011-03-09 11:53:00,33,8,8137.02,3,5,5,13,VIP
14937,1621.88,3,484,2011-10-14 12:29:00,2011-08-01 14:16:00,56,3,1621.88,3,3,4,10,Loyal
14944,5900.25,12,2815,2011-11-10 09:10:00,2011-02-16 12:47:00,29,12,5900.25,4,5,5,14,VIP
14946,100.9,1,22,2011-11-25 13:33:00,2011-11-25 13:33:00,13,1,100.9,4,1,1,6,At Risk
14947,290.82,2,179,2011-09-28 15:48:00,2011-08-01 09:31:00,71,2,290.82,3,3,2,8,Potential Loyal
14948,1101.97,6,673,2011-11-16 17:16:00,2011-05-04 14:52:00,22,6,1101.97,4,5,4,13,VIP
14950,371.2,1,136,2011-11-20 13:48:00,2011-11-20 13:48:00,18,1,371.2,4,1,2,7,Potential Loyal
14951,311.69,1,311,2011-09-21 15:15:00,2011-09-21 15:15:00,78,1,311.69,2,1,2,5,At Risk
14952,8099.49,11,3355,2011-10-11 10:33:00,2010-12-10 12:48:00,59,11,8099.49,3,5,5,13,VIP
14953,285.67,1,224,2011-11-14 14:59:00,2011-11-14 14:59:00,24,1,285.67,4,1,2,7,Potential Loyal
14954,294.85,1,117,2011-11-27 14:30:00,2011-11-27 14:30:00,11,1,294.85,5,1,2,8,Potential Loyal
14957,58.49,1,34,2011-03-31 17:59:00,2011-03-31 17:59:00,252,1,58.49,1,1,1,3,Lost
14958,483.72999999999996,3,128,2011-07-15 14:20:00,2011-04-08 11:28:00,146,3,483.72999999999996,2,3,2,7,Potential Loyal
14959,695.42,4,494,2011-10-06 18:23:00,2011-02-16 13:00:00,63,4,695.42,3,4,3,10,Loyal
14960,221.27,2,221,2011-12-01 12:54:00,2011-06-21 13:38:00,7,2,221.27,5,3,1,9,Potential Loyal
14961,7044.68,9,3708,2011-11-29 09:42:00,2010-12-14 11:38:00,10,9,7044.68,5,5,5,15,VIP
14962,126.7,1,44,2011-03-14 09:42:00,2011-03-14 09:42:00,270,1,126.7,1,1,1,3,Lost
14963,1472.34,5,1159,2011-11-30 12:16:00,2011-06-09 12:30:00,9,5,1472.34,5,4,4,13,VIP
14964,206.21,1,143,2011-04-06 14:13:00,2011-04-06 14:13:00,246,1,206.21,1,1,1,3,Lost
14965,596.09,2,363,2011-09-04 13:20:00,2011-09-04 13:15:00,95,2,596.09,2,3,3,8,Potential Loyal
14966,183.02,1,179,2011-11-25 12:20:00,2011-11-25 12:20:00,14,1,183.02,4,1,1,6,At Risk
14967,463.8,1,140,2011-10-21 11:06:00,2011-10-21 11:06:00,49,1,463.8,3,1,2,6,At Risk
14968,147.59,1,127,2011-11-09 13:58:00,2011-11-09 13:58:00,29,1,147.59,4,1,1,6,At Risk
14970,1592.06,4,250,2011-10-02 13:44:00,2011-01-27 12:23:00,67,4,1592.06,3,4,4,11,Loyal
14971,1097.98,3,639,2011-11-04 17:07:00,2011-10-27 13:33:00,34,3,1097.98,3,3,4,10,Loyal
14972,114.77,1,28,2011-08-03 14:54:00,2011-08-03 14:54:00,127,1,114.77,2,1,1,4,Lost
14973,1314.45,3,369,2011-08-24 15:51:00,2011-04-28 12:22:00,106,3,1314.45,2,3,4,9,Potential Loyal
14974,89.94,1,37,2011-11-02 13:01:00,2011-11-02 13:01:00,36,1,89.94,3,1,1,5,At Risk
14975,279.94,1,380,2011-10-13 14:08:00,2011-10-13 14:08:00,56,1,279.94,3,1,2,6,At Risk
14976,790.86,7,234,2011-10-13 16:37:00,2011-01-17 11:09:00,56,7,790.86,3,5,3,11,Loyal
14978,1921.3700000000001,5,523,2011-09-28 13:07:00,2011-01-13 12:03:00,71,5,1921.3700000000001,3,4,4,11,Loyal
14981,102.12,1,97,2011-04-07 13:45:00,2011-04-07 13:45:00,245,1,102.12,1,1,1,3,Lost
14984,202.37,2,58,2011-11-20 14:28:00,2011-06-12 11:04:00,18,2,202.37,4,3,1,8,Potential Loyal
14985,292.01,2,256,2011-05-25 14:29:00,2010-12-16 19:51:00,197,2,292.01,1,3,2,6,At Risk
14987,326.4,2,128,2011-11-24 09:59:00,2010-12-09 12:13:00,15,2,326.4,4,3,2,9,Potential Loyal
14988,334.54,1,141,2011-05-12 12:05:00,2011-05-12 12:05:00,211,1,334.54,1,1,2,4,Lost
14995,231.98000000000002,2,102,2011-11-01 11:39:00,2011-03-04 13:14:00,38,2,231.98000000000002,3,3,1,7,Potential Loyal
14997,546.1999999999999,3,1120,2011-10-24 13:28:00,2011-06-14 16:52:00,45,3,546.1999999999999,3,3,3,9,Potential Loyal
14998,414.87,2,258,2011-06-22 17:30:00,2011-04-12 16:28:00,169,2,414.87,2,3,2,7,Potential Loyal
15000,490.52,1,218,2011-10-23 11:42:00,2011-10-23 11:42:00,47,1,490.52,3,1,3,7,Potential Loyal
15002,1641.76,4,862,2011-08-16 10:44:00,2010-12-07 13:16:00,115,4,1641.76,2,4,4,10,Loyal
15004,1220.77,1,623,2011-07-15 14:05:00,2011-07-15 14:05:00,146,1,1220.77,2,1,4,7,Potential Loyal
15005,6295.37,28,4230,2011-11-24 12:25:00,2010-12-08 14:36:00,15,28,6295.37,4,5,5,14,VIP
15006,480.38,1,286,2011-10-19 15:08:00,2011-10-19 15:08:00,50,1,480.38,3,1,2,6,At Risk
15007,156.91,1,69,2011-07-03 16:00:00,2011-07-03 16:00:00,158,1,156.91,2,1,1,4,Lost
15009,1259.43,3,639,2011-11-27 13:35:00,2011-11-14 17:40:00,11,3,1259.43,5,3,4,12,Loyal
15010,308.94,1,184,2011-11-04 12:42:00,2011-11-04 12:42:00,35,1,308.94,3,1,2,6,At Risk
15012,405.04,2,225,2011-10-17 12:22:00,2010-12-01 12:49:00,53,2,405.04,3,3,2,8,Potential Loyal
15014,257.67,2,149,2011-10-27 20:07:00,2011-06-16 19:40:00,42,2,257.67,3,3,2,8,Potential Loyal
15016,170.04,1,76,2011-06-20 12:06:00,2011-06-20 12:06:00,172,1,170.04,2,1,1,4,Lost
15017,125.58,1,63,2011-11-06 10:33:00,2011-11-06 10:33:00,33,1,125.58,3,1,1,5,At Risk
15018,496.21000000000004,3,189,2011-11-01 12:47:00,2010-12-07 10:47:00,38,3,496.21000000000004,3,3,3,9,Potential Loyal
15019,252.81,1,150,2011-03-18 12:35:00,2011-03-18 12:35:00,266,1,252.81,1,1,2,4,Lost
15021,1871.77,9,819,2011-12-01 11:53:00,2010-12-08 12:17:00,8,9,1871.77,5,5,4,14,VIP
15022,852.39,4,527,2011-11-28 12:35:00,2011-10-23 15:47:00,11,4,852.39,5,4,3,12,Loyal
15023,6720.41,11,2827,2011-12-06 17:23:00,2010-12-05 13:49:00,2,11,6720.41,5,5,5,15,VIP
15024,1636.43,10,902,2011-11-30 12:06:00,2010-12-07 13:20:00,9,10,1636.43,5,5,4,14,VIP
15025,361.96,1,184,2011-11-06 15:20:00,2011-11-06 15:20:00,32,1,361.96,4,1,2,7,Potential Loyal
15026,469.0,3,285,2011-09-20 13:52:00,2011-03-07 13:45:00,79,3,469.0,2,3,2,7,Potential Loyal
15027,1066.1499999999999,4,565,2011-11-09 10:16:00,2011-04-15 14:14:00,30,4,1066.1499999999999,4,4,4,12,Loyal
15028,627.13,4,459,2011-12-01 14:06:00,2010-12-06 12:47:00,7,4,627.13,5,4,3,12,Loyal
15030,518.28,2,372,2011-09-29 10:50:00,2011-03-16 15:34:00,71,2,518.28,3,3,3,9,Potential Loyal
15031,653.19,4,400,2011-12-05 14:19:00,2011-03-02 14:46:00,3,4,653.19,5,4,3,12,Loyal
15032,4959.1,3,2968,2011-03-28 15:03:00,2010-12-08 12:57:00,255,3,4959.1,1,3,5,9,Potential Loyal
15033,2557.18,10,1672,2011-12-05 12:40:00,2011-01-14 13:28:00,4,10,2557.18,5,5,5,15,VIP
15034,4274.16,8,2413,2011-11-24 12:11:00,2010-12-21 09:47:00,15,8,4274.16,4,5,5,14,VIP
15035,252.73000000000002,1,245,2011-09-11 11:08:00,2011-09-11 11:08:00,89,1,252.73000000000002,2,1,2,5,At Risk
15036,429.56,3,316,2011-09-28 15:42:00,2011-06-13 12:19:00,71,3,429.56,3,3,2,8,Potential Loyal
15038,685.74,6,212,2011-10-12 11:33:00,2010-12-05 10:54:00,58,6,685.74,3,5,3,11,Loyal
15039,19766.59,47,9131,2011-11-30 11:31:00,2010-12-06 11:26:00,9,47,19766.59,5,5,5,15,VIP
15041,179.93,1,103,2011-06-22 16:16:00,2011-06-22 16:16:00,169,1,179.93,2,1,1,4,Lost
15042,135.93,1,30,2011-05-24 16:25:00,2011-05-24 16:25:00,198,1,135.93,1,1,1,3,Lost
15043,537.0,1,300,2011-11-08 14:26:00,2011-11-08 14:26:00,30,1,537.0,4,1,3,8,Potential Loyal
15044,7634.7300000000005,17,2785,2011-11-20 13:20:00,2010-12-12 14:27:00,18,17,7634.7300000000005,4,5,5,14,VIP
15045,735.66,2,114,2011-07-11 11:33:00,2011-03-27 11:44:00,151,2,735.66,2,3,3,8,Potential Loyal
15046,5090.42,15,3372,2011-11-30 15:50:00,2011-01-05 15:30:00,8,15,5090.42,5,5,5,15,VIP
15047,343.62,1,222,2011-03-15 10:49:00,2011-03-15 10:49:00,269,1,343.62,1,1,2,4,Lost
15048,381.0,4,192,2011-10-05 14:55:00,2010-12-06 12:15:00,64,4,381.0,3,4,2,9,Potential Loyal
15049,121.17000000000002,1,63,2011-03-11 12:13:00,2011-03-11 12:13:00,273,1,121.17000000000002,1,1,1,3,Lost
15050,1737.69,3,1216,2011-11-14 16:17:00,2011-09-29 13:22:00,24,3,1737.69,4,3,4,11,Loyal
15051,1383.3600000000001,3,1010,2011-11-16 15:38:00,2011-07-12 15:29:00,22,3,1383.3600000000001,4,3,4,11,Loyal
15052,207.73000000000002,1,79,2011-01-24 15:52:00,2011-01-24 15:52:00,318,1,207.73000000000002,1,1,1,3,Lost
15053,693.95,3,984,2011-12-05 12:08:00,2011-03-03 12:06:00,4,3,693.95,5,3,3,11,Loyal
15054,302.1,2,198,2011-11-27 15:02:00,2011-10-30 14:33:00,11,2,302.1,5,3,2,10,Loyal
15057,1489.5,2,668,2011-03-09 15:17:00,2011-01-28 09:09:00,274,2,1489.5,1,3,4,8,Potential Loyal
15058,2102.54,11,1054,2011-11-14 14:57:00,2011-01-31 15:35:00,24,11,2102.54,4,5,5,14,VIP
15059,1337.72,9,604,2011-10-30 11:35:00,2011-01-09 11:54:00,40,9,1337.72,3,5,4,12,Loyal
15060,294.25,4,257,2011-12-01 13:47:00,2011-11-30 14:03:00,7,4,294.25,5,4,2,11,Loyal
15061,54534.14,48,28920,2011-12-06 12:06:00,2010-12-02 15:19:00,3,48,54534.14,5,5,5,15,VIP
15062,987.86,4,763,2011-09-29 16:51:00,2010-12-15 15:37:00,70,4,987.86,3,4,4,11,Loyal
15063,370.79999999999995,1,56,2011-05-10 13:25:00,2011-05-10 13:25:00,212,1,370.79999999999995,1,1,2,4,Lost
15065,3158.13,4,1383,2011-11-02 09:45:00,2011-02-21 12:54:00,37,4,3158.13,3,4,5,12,Loyal
15066,893.59,1,317,2011-10-17 13:25:00,2011-10-17 13:25:00,52,1,893.59,3,1,3,7,Potential Loyal
15067,1744.76,3,954,2011-09-22 13:20:00,2011-03-02 12:10:00,77,3,1744.76,2,3,4,9,Potential Loyal
15068,553.36,2,364,2011-10-24 14:47:00,2011-03-28 14:27:00,45,2,553.36,3,3,3,9,Potential Loyal
15069,1109.53,1,520,2011-06-13 14:16:00,2011-06-13 14:16:00,178,1,1109.53,2,1,4,7,Potential Loyal
15070,106.2,1,36,2010-12-02 11:23:00,2010-12-02 11:23:00,372,1,106.2,1,1,1,3,Lost
15071,982.07,2,269,2011-09-07 11:43:00,2011-03-09 10:19:00,93,2,982.07,2,3,4,9,Potential Loyal
15073,1043.41,3,491,2011-11-30 10:44:00,2011-06-06 09:59:00,9,3,1043.41,5,3,4,12,Loyal
15074,735.67,1,431,2011-08-26 14:45:00,2011-08-26 14:45:00,104,1,735.67,2,1,3,6,At Risk
15075,773.03,1,447,2011-09-23 12:27:00,2011-09-23 12:27:00,77,1,773.03,2,1,3,6,At Risk
15076,880.85,1,571,2011-06-20 08:23:00,2011-06-20 08:23:00,172,1,880.85,2,1,3,6,At Risk
15078,9743.11,32,5105,2011-12-02 15:41:00,2010-12-06 12:38:00,6,32,9743.11,5,5,5,15,VIP
15079,895.61,4,389,2011-05-11 12:45:00,2010-12-09 09:25:00,212,4,895.61,1,4,3,8,Potential Loyal
15081,504.8,5,190,2011-11-17 17:08:00,2010-12-07 16:20:00,21,5,504.8,4,4,3,11,Loyal
15083,88.2,1,38,2011-03-28 12:18:00,2011-03-28 12:18:00,256,1,88.2,1,1,1,3,Lost
15087,306.94,1,470,2011-03-03 10:34:00,2011-03-03 10:34:00,281,1,306.94,1,1,2,4,Lost
15088,1160.07,2,460,2011-11-18 13:14:00,2011-10-03 14:05:00,20,2,1160.07,4,3,4,11,Loyal
15089,2420.84,6,1359,2011-11-29 16:31:00,2011-08-03 14:14:00,9,6,2420.84,5,5,5,15,VIP
15090,381.32,1,208,2011-02-04 14:03:00,2011-02-04 14:03:00,307,1,381.32,1,1,2,4,Lost
15091,480.71,1,346,2011-10-03 12:47:00,2011-10-03 12:47:00,67,1,480.71,3,1,2,6,At Risk
15092,457.81,2,135,2011-05-08 14:10:00,2011-03-01 12:24:00,214,2,457.81,1,3,2,6,At Risk
15093,4597.02,6,3760,2011-11-21 13:09:00,2010-12-02 18:25:00,17,6,4597.02,4,5,5,14,VIP
15095,1370.6,4,1079,2011-08-28 12:01:00,2011-05-20 14:27:00,103,4,1370.6,2,4,4,10,Loyal
15096,219.39000000000001,1,120,2011-10-28 10:27:00,2011-10-28 10:27:00,42,1,219.39000000000001,3,1,1,5,At Risk
15097,248.08,1,170,2011-12-05 14:03:00,2011-12-05 14:03:00,3,1,248.08,5,1,1,7,Potential Loyal
15098,39916.5,3,121,2011-06-10 15:33:00,2011-06-10 15:22:00,181,3,39916.5,1,3,5,9,Potential Loyal
15099,410.48,1,343,2011-09-16 13:13:00,2011-09-16 13:13:00,83,1,410.48,2,1,2,5,At Risk
15100,876.0,3,80,2011-01-10 10:35:00,2010-12-01 09:09:00,333,3,876.0,1,3,3,7,Potential Loyal
15101,317.53,2,241,2011-12-01 10:18:00,2010-12-15 12:54:00,8,2,317.53,5,3,2,10,Loyal
15103,703.36,2,329,2011-11-08 14:53:00,2011-09-14 13:54:00,30,2,703.36,4,3,3,10,Loyal
15104,993.54,2,635,2011-05-27 12:29:00,2011-03-02 14:16:00,196,2,993.54,1,3,4,8,Potential Loyal
15105,2298.93,7,1211,2011-11-21 16:54:00,2011-07-28 10:09:00,17,7,2298.93,4,5,5,14,VIP
15106,1422.52,5,1181,2011-11-22 09:16:00,2011-03-15 12:52:00,17,5,1422.52,4,4,4,12,Loyal
15107,319.5,6,169,2011-02-01 14:46:00,2010-12-02 13:45:00,310,6,319.5,1,5,2,8,Potential Loyal
15108,1300.25,4,499,2011-07-21 10:24:00,2011-04-26 10:54:00,141,4,1300.25,2,4,4,10,Loyal
15109,484.95,1,131,2011-04-08 09:58:00,2011-04-08 09:58:00,245,1,484.95,1,1,2,4,Lost
15110,996.1,4,246,2011-11-16 11:16:00,2011-01-25 11:41:00,23,4,996.1,4,4,4,12,Loyal
15111,1567.48,3,710,2011-11-10 16:58:00,2010-12-02 11:45:00,28,3,1567.48,4,3,4,11,Loyal
15113,3509.43,3,2344,2011-11-30 08:23:00,2011-10-16 15:27:00,9,3,3509.43,5,3,5,13,VIP
15114,2760.56,10,3096,2011-11-09 15:05:00,2011-02-11 08:45:00,29,10,2760.56,4,5,5,14,VIP
15115,340.11,1,157,2011-11-21 14:59:00,2011-11-21 14:59:00,17,1,340.11,4,1,2,7,Potential Loyal
15116,1352.75,4,648,2011-11-22 12:25:00,2011-05-19 08:50:00,17,4,1352.75,4,4,4,12,Loyal
15117,1551.78,5,1948,2011-11-25 08:12:00,2011-05-08 12:38:00,14,5,1551.78,4,4,4,12,Loyal
15118,244.8,1,1440,2011-07-28 14:54:00,2011-07-28 14:54:00,133,1,244.8,2,1,1,4,Lost
15119,266.4,1,88,2011-04-08 09:08:00,2011-04-08 09:08:00,245,1,266.4,1,1,2,4,Lost
15120,358.82,1,296,2011-07-29 09:48:00,2011-07-29 09:48:00,133,1,358.82,2,1,2,5,At Risk
15121,457.72,2,199,2011-10-20 14:51:00,2011-02-24 12:41:00,49,2,457.72,3,3,2,8,Potential Loyal
15122,1633.78,3,800,2011-08-17 16:48:00,2011-02-15 09:59:00,113,3,1633.78,2,3,4,9,Potential Loyal
15123,2199.31,2,1195,2011-12-02 13:12:00,2011-05-17 14:57:00,6,2,2199.31,5,3,5,13,VIP
15124,184.19,2,233,2011-11-17 10:09:00,2011-06-01 09:06:00,22,2,184.19,4,3,1,8,Potential Loyal
15125,11528.48,15,6193,2011-11-14 13:57:00,2011-03-14 09:59:00,24,15,11528.48,4,5,5,14,VIP
15127,406.53,1,251,2011-10-05 10:30:00,2011-10-05 10:30:00,65,1,406.53,3,1,2,6,At Risk
15128,1471.0,4,1343,2011-10-10 13:54:00,2011-05-04 12:32:00,59,4,1471.0,3,4,4,11,Loyal
15129,3447.4,11,1794,2011-10-20 14:40:00,2011-02-21 09:09:00,49,11,3447.4,3,5,5,13,VIP
15130,330.11,1,197,2011-06-23 10:15:00,2011-06-23 10:15:00,169,1,330.11,2,1,2,5,At Risk
15132,977.9300000000001,5,679,2011-11-21 17:10:00,2011-03-22 12:02:00,17,5,977.9300000000001,4,4,4,12,Loyal
15133,982.42,3,680,2011-08-04 10:44:00,2011-02-11 10:38:00,127,3,982.42,2,3,4,9,Potential Loyal
15134,1387.99,8,887,2011-11-25 08:55:00,2011-04-13 11:05:00,14,8,1387.99,4,5,4,13,VIP
15135,139.05,1,43,2011-04-14 19:16:00,2011-04-14 19:16:00,238,1,139.05,1,1,1,3,Lost
15136,1286.7,4,776,2011-12-07 12:26:00,2011-09-04 16:05:00,2,4,1286.7,5,4,4,13,VIP
15139,178.96,2,208,2011-04-14 11:39:00,2011-01-07 12:44:00,239,2,178.96,1,3,1,5,At Risk
15140,2354.25,7,1572,2011-10-18 14:07:00,2011-03-20 14:37:00,51,7,2354.25,3,5,5,13,VIP
15142,498.74,1,365,2011-10-24 12:51:00,2011-10-24 12:51:00,45,1,498.74,3,1,3,7,Potential Loyal
15143,259.45,1,150,2011-04-28 12:03:00,2011-04-28 12:03:00,225,1,259.45,1,1,2,4,Lost
15144,6580.44,17,3050,2011-12-01 15:12:00,2011-01-31 13:17:00,7,17,6580.44,5,5,5,15,VIP
15145,1194.73,4,756,2011-12-05 17:21:00,2011-04-05 15:20:00,3,4,1194.73,5,4,4,13,VIP
15146,1327.16,2,1473,2011-06-28 12:09:00,2011-02-21 13:07:00,164,2,1327.16,2,3,4,9,Potential Loyal
15147,623.5,1,366,2011-04-13 15:57:00,2011-04-13 15:57:00,239,1,623.5,1,1,3,5,At Risk
15148,301.29,1,187,2011-11-29 08:21:00,2011-11-29 08:21:00,10,1,301.29,5,1,2,8,Potential Loyal
15149,520.8000000000001,1,128,2011-07-29 10:58:00,2011-07-29 10:58:00,133,1,520.8000000000001,2,1,3,6,At Risk
15150,5291.33,10,3642,2011-11-22 12:52:00,2011-03-15 14:21:00,16,10,5291.33,4,5,5,14,VIP
15152,4745.69,13,2704,2011-11-30 12:32:00,2011-06-05 15:36:00,9,13,4745.69,5,5,5,15,VIP
15153,329.25,1,198,2011-11-08 17:09:00,2011-11-08 17:09:00,30,1,329.25,4,1,2,7,Potential Loyal
15154,254.28,1,89,2011-09-25 16:05:00,2011-09-25 16:05:00,74,1,254.28,2,1,2,5,At Risk
15156,961.49,3,597,2011-12-08 18:22:00,2011-11-06 12:41:00,0,3,961.49,5,3,4,12,Loyal
15157,1936.07,3,2392,2011-12-06 11:28:00,2010-12-16 13:44:00,3,3,1936.07,5,3,4,12,Loyal
15158,401.40000000000003,1,198,2011-10-25 13:53:00,2011-10-25 13:53:00,44,1,401.40000000000003,3,1,2,6,At Risk
15159,18641.010000000002,30,11441,2011-12-08 12:05:00,2010-12-13 15:44:00,1,30,18641.010000000002,5,5,5,15,VIP
15160,158.16,1,84,2010-12-17 14:15:00,2010-12-17 14:15:00,356,1,158.16,1,1,1,3,Lost
15163,304.47,2,186,2011-11-21 13:10:00,2011-05-31 15:22:00,17,2,304.47,4,3,2,9,Potential Loyal
15164,824.58,3,351,2011-10-02 12:05:00,2011-01-04 14:21:00,68,3,824.58,3,3,3,9,Potential Loyal
15165,487.75,1,160,2010-12-01 14:03:00,2010-12-01 14:03:00,372,1,487.75,1,1,3,5,At Risk
15167,158.8,1,65,2011-01-23 12:41:00,2011-01-23 12:41:00,320,1,158.8,1,1,1,3,Lost
15168,106.56,1,52,2011-11-14 11:26:00,2011-11-14 11:26:00,25,1,106.56,4,1,1,6,At Risk
15171,1289.5,1,290,2011-01-12 15:36:00,2011-01-12 15:36:00,330,1,1289.5,1,1,4,6,At Risk
