CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AverageOrderValue,CustomerLifetime,Churn
15814,1945.33,4,1271,2011-11-23 08:17:00,2011-10-20 09:04:00,16,4,1945.33,4,4,4,12,Loyal,486.3325,33,0
15815,2100.6,5,1856,2011-10-07 12:42:00,2011-03-25 08:43:00,63,5,2100.6,3,4,5,12,Loyal,420.12,196,0
15819,1905.45,4,1357,2011-10-21 14:50:00,2011-03-08 09:45:00,48,4,1905.45,3,4,4,11,Loyal,476.3625,227,0
15820,206.98,1,128,2011-01-24 12:00:00,2011-01-24 12:00:00,319,1,206.98,1,2,1,4,Lost,206.98,0,1
15821,570.96,2,202,2011-10-26 15:48:00,2011-10-09 13:28:00,43,2,570.96,3,3,3,9,Potential Loyal,285.48,17,0
15822,885.47,2,375,2011-12-06 14:50:00,2010-12-15 13:38:00,2,2,885.47,5,3,3,11,Loyal,442.735,356,0
15823,15.0,1,1,2010-12-02 15:08:00,2010-12-02 15:08:00,371,1,15.0,1,2,1,4,Lost,15.0,0,1
15825,532.94,1,220,2011-06-20 13:27:00,2011-06-20 13:27:00,171,1,532.94,2,2,3,7,Potential Loyal,532.94,0,1
15826,1654.31,3,963,2011-10-14 16:05:00,2011-05-13 10:44:00,55,3,1654.31,3,4,4,11,Loyal,551.4366666666666,154,0
15827,1836.0900000000001,14,882,2011-09-27 15:35:00,2010-12-02 13:06:00,72,14,1836.0900000000001,2,5,4,11,Loyal,131.14928571428572,299,0
15829,636.14,2,996,2011-09-01 16:45:00,2011-07-22 10:23:00,98,2,636.14,2,3,3,8,Potential Loyal,318.07,41,1
15830,576.0,1,415,2011-11-02 10:40:00,2011-11-02 10:40:00,37,1,576.0,3,2,3,8,Potential Loyal,576.0,0,0
15831,794.64,3,1092,2011-10-12 13:14:00,2011-01-19 14:52:00,57,3,794.64,3,4,3,10,Loyal,264.88,265,0
15832,836.79,1,465,2011-03-30 15:29:00,2011-03-30 15:29:00,253,1,836.79,1,2,3,6,At Risk,836.79,0,1
15834,2225.15,4,961,2011-09-30 14:41:00,2011-03-07 17:52:00,69,4,2225.15,3,4,5,12,Loyal,556.2875,206,0
15835,954.09,4,439,2011-10-26 15:47:00,2011-01-13 10:35:00,43,4,954.09,3,4,4,11,Loyal,238.5225,286,0
15836,137.37,1,26,2011-10-20 17:13:00,2011-10-20 17:13:00,49,1,137.37,3,2,1,6,At Risk,137.37,0,0
15837,391.98,1,189,2011-10-06 09:01:00,2011-10-06 09:01:00,64,1,391.98,3,2,2,7,Potential Loyal,391.98,0,0
15838,33643.08,19,18368,2011-11-28 14:00:00,2010-12-07 11:26:00,10,19,33643.08,5,5,5,15,VIP,1770.6884210526316,356,0
15839,1048.49,3,675,2011-11-06 13:54:00,2011-07-14 16:35:00,32,3,1048.49,4,4,4,12,Loyal,349.49666666666667,114,0
15840,355.56,2,396,2011-10-12 09:08:00,2011-06-20 11:42:00,58,2,355.56,3,3,2,8,Potential Loyal,177.78,113,0
15841,1224.06,4,942,2011-09-28 12:15:00,2011-01-05 11:25:00,72,4,1224.06,2,4,4,10,Loyal,306.015,266,0
15843,118.95000000000002,1,27,2011-02-09 10:19:00,2011-02-09 10:19:00,303,1,118.95000000000002,1,2,1,4,Lost,118.95000000000002,0,1
15844,130.73999999999998,1,134,2011-10-24 15:19:00,2011-10-24 15:19:00,45,1,130.73999999999998,3,2,1,6,At Risk,130.73999999999998,0,0
15845,3711.77,8,1926,2011-11-22 09:42:00,2011-01-06 17:19:00,17,8,3711.77,4,5,5,14,VIP,463.97125,319,0
15847,389.27,2,449,2011-11-01 14:41:00,2011-02-24 16:46:00,37,2,389.27,3,3,2,8,Potential Loyal,194.635,249,0
15850,234.88,2,298,2011-11-20 14:14:00,2011-06-24 14:16:00,18,2,234.88,4,3,1,8,Potential Loyal,117.44,148,0
15852,160.71,2,48,2011-06-06 11:22:00,2011-05-26 13:26:00,186,2,160.71,1,3,1,5,At Risk,80.355,10,1
15853,110.8,1,135,2011-10-19 10:38:00,2011-10-19 10:38:00,51,1,110.8,3,2,1,6,At Risk,110.8,0,0
15854,2969.12,12,926,2011-12-05 13:39:00,2010-12-13 11:47:00,3,12,2969.12,5,5,5,15,VIP,247.42666666666665,357,0
15855,712.24,5,470,2011-07-26 10:20:00,2011-03-21 12:32:00,136,5,712.24,2,4,3,9,Potential Loyal,142.448,126,1
15856,16143.64,27,10866,2011-12-05 17:09:00,2010-12-09 13:34:00,3,27,16143.64,5,5,5,15,VIP,597.9125925925925,361,0
15857,297.0,1,308,2011-11-21 12:18:00,2011-11-21 12:18:00,18,1,297.0,4,2,2,8,Potential Loyal,297.0,0,0
15858,1427.57,5,1163,2011-11-24 12:48:00,2010-12-07 14:31:00,15,5,1427.57,4,4,4,12,Loyal,285.514,351,0
15860,965.16,8,437,2011-10-30 11:25:00,2010-12-06 11:38:00,40,8,965.16,3,5,4,12,Loyal,120.645,327,0
15861,3146.92,8,2528,2011-11-27 15:59:00,2011-03-17 20:12:00,11,8,3146.92,5,5,5,15,VIP,393.365,254,0
15862,832.88,4,585,2011-12-01 13:28:00,2010-12-01 11:21:00,7,4,832.88,5,4,3,12,Loyal,208.22,365,0
15863,68.84,2,19,2011-11-14 12:49:00,2011-05-31 11:36:00,25,2,68.84,4,3,1,8,Potential Loyal,34.42,167,0
15864,1936.3200000000002,6,1192,2011-11-17 13:32:00,2011-01-27 16:43:00,21,6,1936.3200000000002,4,5,4,13,VIP,322.72,293,0
15865,895.13,3,368,2011-10-30 12:43:00,2011-05-10 11:44:00,40,3,895.13,3,4,3,10,Loyal,298.37666666666667,173,0
15866,211.89,1,124,2011-08-30 14:09:00,2011-08-30 14:09:00,100,1,211.89,2,2,1,5,At Risk,211.89,0,1
15867,3810.14,15,2052,2011-12-04 13:32:00,2010-12-05 14:17:00,4,15,3810.14,5,5,5,15,VIP,254.00933333333333,363,0
15869,149.64,2,175,2011-03-07 17:23:00,2011-03-07 17:19:00,276,2,149.64,1,3,1,5,At Risk,74.82,0,1
15870,351.44,1,333,2011-11-07 10:58:00,2011-11-07 10:58:00,32,1,351.44,4,2,2,8,Potential Loyal,351.44,0,0
15872,316.25,2,187,2011-11-25 11:55:00,2011-11-25 11:54:00,14,2,316.25,4,3,2,9,Potential Loyal,158.125,0,0
15874,4405.88,7,2534,2011-10-07 12:31:00,2011-02-28 13:28:00,63,7,4405.88,3,5,5,13,VIP,629.4114285714286,220,0
15877,490.33,2,368,2011-12-08 11:53:00,2011-11-22 11:18:00,1,2,490.33,5,3,3,11,Loyal,245.165,16,0
15880,329.03000000000003,1,202,2010-12-05 13:00:00,2010-12-05 13:00:00,368,1,329.03000000000003,1,2,2,5,At Risk,329.03000000000003,0,1
15881,501.39000000000004,5,260,2011-01-31 16:59:00,2010-12-10 13:32:00,311,5,501.39000000000004,1,4,3,8,Potential Loyal,100.278,52,1
15882,516.36,4,276,2011-05-25 11:35:00,2010-12-06 13:01:00,198,4,516.36,1,4,3,8,Potential Loyal,129.09,169,1
15883,396.48,2,223,2011-12-07 17:05:00,2011-11-06 14:50:00,1,2,396.48,5,3,2,10,Loyal,198.24,31,0
15885,379.35,3,111,2011-09-08 10:43:00,2011-02-03 15:28:00,92,3,379.35,2,4,2,8,Potential Loyal,126.45,216,1
15886,181.09,1,147,2011-10-10 14:25:00,2011-10-10 14:25:00,59,1,181.09,3,2,1,6,At Risk,181.09,0,0
15888,168.31,1,76,2011-09-20 12:30:00,2011-09-20 12:30:00,80,1,168.31,2,2,1,5,At Risk,168.31,0,0
15889,420.07,2,206,2011-07-06 11:10:00,2010-12-05 15:12:00,156,2,420.07,2,3,2,7,Potential Loyal,210.035,212,1
15891,511.68,1,418,2011-04-27 12:35:00,2011-04-27 12:35:00,226,1,511.68,1,2,3,6,At Risk,511.68,0,1
15894,258.25,2,164,2011-03-31 13:50:00,2010-12-05 14:06:00,252,2,258.25,1,3,2,6,At Risk,129.125,115,1
15895,179.17,1,94,2011-07-13 10:27:00,2011-07-13 10:27:00,149,1,179.17,2,2,1,5,At Risk,179.17,0,1
15897,208.59,2,223,2011-05-29 13:50:00,2011-05-29 13:32:00,193,2,208.59,1,3,1,5,At Risk,104.295,0,1
15898,1383.83,5,567,2011-12-08 15:23:00,2010-12-06 11:01:00,0,5,1383.83,5,4,4,13,VIP,276.76599999999996,367,0
15899,56.25,1,39,2010-12-06 10:36:00,2010-12-06 10:36:00,368,1,56.25,1,2,1,4,Lost,56.25,0,1
15900,337.28,1,216,2011-11-16 12:19:00,2011-11-16 12:19:00,23,1,337.28,4,2,2,8,Potential Loyal,337.28,0,0
15901,351.73,3,379,2011-11-23 12:43:00,2011-07-08 12:18:00,16,3,351.73,4,4,2,10,Loyal,117.24333333333334,138,0
15903,5126.76,7,2410,2011-11-30 08:08:00,2011-02-17 14:04:00,9,7,5126.76,5,5,5,15,VIP,732.3942857142857,285,0
15904,164.68,1,84,2011-12-01 14:50:00,2011-12-01 14:50:00,7,1,164.68,5,2,1,8,Potential Loyal,164.68,0,0
15906,1567.69,7,544,2011-11-20 12:24:00,2011-03-29 13:28:00,19,7,1567.69,4,5,4,13,VIP,223.9557142857143,235,0
15907,882.72,3,478,2011-12-06 12:21:00,2011-05-13 13:01:00,3,3,882.72,5,4,3,12,Loyal,294.24,206,0
15909,191.94,1,98,2011-06-19 10:38:00,2011-06-19 10:38:00,173,1,191.94,2,2,1,5,At Risk,191.94,0,1
15910,1228.88,8,1013,2011-12-09 10:51:00,2011-01-27 11:55:00,0,8,1228.88,5,5,4,14,VIP,153.61,315,0
15912,264.62,2,185,2011-06-14 14:29:00,2011-04-20 17:10:00,177,2,264.62,2,3,2,7,Potential Loyal,132.31,54,1
15916,1502.8600000000001,8,752,2011-11-23 13:46:00,2010-12-08 13:07:00,15,8,1502.8600000000001,4,5,4,13,VIP,187.85750000000002,350,0
15917,123.1,1,42,2011-04-06 10:40:00,2011-04-06 10:40:00,247,1,123.1,1,2,1,4,Lost,123.1,0,1
15918,334.23,2,153,2011-06-02 11:42:00,2011-03-13 15:55:00,190,2,334.23,1,3,2,6,At Risk,167.115,80,1
15919,525.69,2,385,2011-11-20 11:28:00,2010-12-06 11:26:00,19,2,525.69,4,3,3,10,Loyal,262.845,349,0
15920,167.5,4,99,2011-07-08 15:31:00,2011-07-08 15:16:00,153,4,167.5,2,4,1,7,Potential Loyal,41.875,0,1
15921,323.03000000000003,1,162,2011-06-20 11:03:00,2011-06-20 11:03:00,172,1,323.03000000000003,2,2,2,6,At Risk,323.03000000000003,0,1
15922,369.5,1,138,2010-12-01 13:51:00,2010-12-01 13:51:00,372,1,369.5,1,2,2,5,At Risk,369.5,0,1
15923,127.08,1,122,2010-12-02 12:16:00,2010-12-02 12:16:00,372,1,127.08,1,2,1,4,Lost,127.08,0,1
15925,207.15,1,93,2011-05-29 15:35:00,2011-05-29 15:35:00,193,1,207.15,1,2,1,4,Lost,207.15,0,1
15930,426.63,1,139,2011-10-03 14:52:00,2011-10-03 14:52:00,66,1,426.63,3,2,2,7,Potential Loyal,426.63,0,0
15932,2495.87,8,2325,2011-12-05 17:13:00,2011-02-23 14:50:00,3,8,2495.87,5,5,5,15,VIP,311.98375,285,0
15933,1107.46,3,885,2011-11-18 13:14:00,2011-09-14 12:05:00,20,3,1107.46,4,4,4,12,Loyal,369.15333333333336,65,0
15935,416.86,2,115,2011-04-14 13:27:00,2011-04-12 09:35:00,238,2,416.86,1,3,2,6,At Risk,208.43,2,1
15937,145.35,1,73,2011-10-06 15:48:00,2011-10-06 15:48:00,63,1,145.35,3,2,1,6,At Risk,145.35,0,0
15938,404.58,5,240,2011-08-19 12:56:00,2011-01-20 10:11:00,111,5,404.58,2,4,2,8,Potential Loyal,80.916,211,1
15939,6115.01,15,4728,2011-09-11 11:30:00,2011-01-12 12:43:00,89,15,6115.01,2,5,5,12,Loyal,407.6673333333334,241,0
15940,35.8,1,4,2011-02-01 16:18:00,2011-02-01 16:18:00,310,1,35.8,1,2,1,4,Lost,35.8,0,1
15942,337.44,1,232,2011-07-29 09:01:00,2011-07-29 09:01:00,133,1,337.44,2,2,2,6,At Risk,337.44,0,1
15944,325.1,1,50,2011-03-08 10:33:00,2011-03-08 10:33:00,276,1,325.1,1,2,2,5,At Risk,325.1,0,1
15945,181.0,1,52,2010-12-09 13:14:00,2010-12-09 13:14:00,364,1,181.0,1,2,1,4,Lost,181.0,0,1
15947,1708.24,1,898,2011-09-18 10:46:00,2011-09-18 10:46:00,82,1,1708.24,2,2,4,8,Potential Loyal,1708.24,0,0
15948,955.24,2,567,2011-12-01 15:32:00,2011-10-27 08:35:00,7,2,955.24,5,3,4,12,Loyal,477.62,35,0
15949,364.72,2,284,2011-11-23 09:09:00,2011-09-29 17:34:00,16,2,364.72,4,3,2,9,Potential Loyal,182.36,54,0
15950,1744.71,4,719,2011-11-08 11:09:00,2010-12-15 11:56:00,31,4,1744.71,4,4,4,12,Loyal,436.1775,327,0
15951,708.22,2,313,2011-12-01 08:34:00,2011-02-27 11:57:00,8,2,708.22,5,3,3,11,Loyal,354.11,276,0
15952,781.91,4,391,2011-11-06 11:18:00,2011-04-28 12:55:00,33,4,781.91,3,4,3,10,Loyal,195.4775,191,0
15953,1657.28,8,891,2011-11-24 15:32:00,2010-12-05 15:15:00,14,8,1657.28,4,5,4,13,VIP,207.16,354,0
15955,4416.26,14,2135,2011-11-15 14:15:00,2010-12-02 11:22:00,23,14,4416.26,4,5,5,14,VIP,315.44714285714286,348,0
15957,428.89,1,211,2011-11-08 12:14:00,2011-11-08 12:14:00,31,1,428.89,4,2,2,8,Potential Loyal,428.89,0,0
15958,104.35,1,33,2011-09-26 13:41:00,2011-09-26 13:41:00,73,1,104.35,2,2,1,5,At Risk,104.35,0,0
15963,470.76,2,298,2011-11-20 11:33:00,2011-10-25 13:05:00,19,2,470.76,4,3,2,9,Potential Loyal,235.38,25,0
15965,808.87,4,434,2011-11-22 16:44:00,2010-12-07 13:18:00,16,4,808.87,4,4,3,11,Loyal,202.2175,350,0
15967,397.68,2,205,2011-11-16 15:41:00,2011-01-25 11:57:00,22,2,397.68,4,3,2,9,Potential Loyal,198.84,295,0
15969,666.1,3,124,2011-12-07 11:06:00,2011-06-07 12:19:00,2,3,666.1,5,4,3,12,Loyal,222.03333333333333,182,0
15970,314.1,1,116,2011-02-09 12:08:00,2011-02-09 12:08:00,303,1,314.1,1,2,2,5,At Risk,314.1,0,1
15971,4199.85,12,1717,2011-11-22 12:50:00,2011-02-01 16:47:00,17,12,4199.85,4,5,5,14,VIP,349.9875,293,0
15973,307.82000000000005,1,106,2010-12-08 11:42:00,2010-12-08 11:42:00,366,1,307.82000000000005,1,2,2,5,At Risk,307.82000000000005,0,1
15974,3442.15,7,2262,2011-10-31 13:13:00,2011-02-24 10:10:00,38,7,3442.15,3,5,5,13,VIP,491.7357142857143,249,0
15975,371.01,1,243,2011-09-16 13:33:00,2011-09-16 13:33:00,83,1,371.01,2,2,2,6,At Risk,371.01,0,0
15976,427.64,2,275,2011-06-27 13:00:00,2011-05-03 17:12:00,164,2,427.64,2,3,2,7,Potential Loyal,213.82,54,1
15977,1054.73,2,1016,2011-11-22 13:29:00,2011-10-31 16:24:00,16,2,1054.73,4,3,4,11,Loyal,527.365,21,0
15978,1098.78,1,888,2011-09-23 15:21:00,2011-09-23 15:21:00,76,1,1098.78,2,2,4,8,Potential Loyal,1098.78,0,0
15980,2398.86,3,1560,2011-09-12 09:41:00,2011-03-30 15:05:00,88,3,2398.86,2,4,5,11,Loyal,799.62,165,0
15981,3408.48,8,1866,2011-11-15 08:00:00,2011-02-01 13:50:00,24,8,3408.48,4,5,5,14,VIP,426.06,286,0
15983,1465.12,4,886,2011-11-17 17:34:00,2010-12-01 12:15:00,21,4,1465.12,4,4,4,12,Loyal,366.28,351,0
15984,2780.63,10,1815,2011-12-07 12:16:00,2010-12-06 13:21:00,2,10,2780.63,5,5,5,15,VIP,278.063,365,0
15985,1142.42,2,1086,2011-08-08 16:31:00,2011-04-17 11:04:00,122,2,1142.42,2,3,4,9,Potential Loyal,571.21,113,1
15986,168.12,1,268,2011-11-09 15:17:00,2011-11-09 15:17:00,29,1,168.12,4,2,1,7,Potential Loyal,168.12,0,0
15987,1432.77,7,1533,2011-11-27 15:38:00,2010-12-06 08:34:00,11,7,1432.77,5,5,4,14,VIP,204.68142857142857,356,0
15988,156.78,1,180,2011-11-20 13:23:00,2011-11-20 13:23:00,18,1,156.78,4,2,1,7,Potential Loyal,156.78,0,0
15990,792.11,2,443,2011-10-26 15:58:00,2011-02-25 15:35:00,43,2,792.11,3,3,3,9,Potential Loyal,396.055,243,0
15992,41.989999999999995,1,17,2011-12-06 11:00:00,2011-12-06 11:00:00,3,1,41.989999999999995,5,2,1,8,Potential Loyal,41.989999999999995,0,0
15993,2777.67,7,2037,2011-12-01 10:45:00,2011-10-26 16:21:00,8,7,2777.67,5,5,5,15,VIP,396.81,35,0
15994,414.27,1,173,2011-10-16 12:28:00,2011-10-16 12:28:00,54,1,414.27,3,2,2,7,Potential Loyal,414.27,0,0
15996,1032.58,6,380,2011-09-12 15:14:00,2010-12-08 15:59:00,87,6,1032.58,2,5,4,11,Loyal,172.09666666666666,277,0
15998,3080.22,5,2032,2011-11-03 12:45:00,2010-12-12 13:32:00,36,5,3080.22,3,4,5,12,Loyal,616.044,325,0
16000,12393.7,3,5110,2011-12-07 12:17:00,2011-12-07 12:14:00,2,3,12393.7,5,4,5,14,VIP,4131.233333333334,0,0
16003,2735.37,5,1185,2011-11-10 09:57:00,2010-12-15 12:09:00,29,5,2735.37,4,4,5,13,VIP,547.074,329,0
16005,578.71,4,280,2011-11-27 13:47:00,2011-03-14 11:46:00,11,4,578.71,5,4,3,12,Loyal,144.6775,258,0
16006,101.4,1,84,2011-05-12 13:12:00,2011-05-12 13:12:00,210,1,101.4,1,2,1,4,Lost,101.4,0,1
16007,1693.81,4,1388,2011-10-23 11:05:00,2011-05-08 13:32:00,47,4,1693.81,3,4,4,11,Loyal,423.4525,167,0
16008,478.78,3,323,2011-11-16 10:32:00,2011-05-19 10:54:00,23,3,478.78,4,4,2,10,Loyal,159.59333333333333,180,0
16009,972.11,4,366,2011-11-17 16:51:00,2011-07-03 11:26:00,21,4,972.11,4,4,4,12,Loyal,243.0275,137,0
16010,392.4,3,202,2011-04-08 10:14:00,2010-12-12 12:18:00,245,3,392.4,1,4,2,7,Potential Loyal,130.79999999999998,116,1
16011,3352.96,16,2035,2011-12-01 16:31:00,2010-12-08 16:34:00,7,16,3352.96,5,5,5,15,VIP,209.56,357,0
16012,1415.29,3,799,2011-11-04 13:25:00,2011-07-07 18:02:00,34,3,1415.29,3,4,4,11,Loyal,471.7633333333333,119,0
16013,37130.6,47,15536,2011-12-06 10:36:00,2010-12-03 13:09:00,3,47,37130.6,5,5,5,15,VIP,790.0127659574467,367,0
16014,646.83,3,258,2011-11-02 12:04:00,2011-02-21 17:42:00,37,3,646.83,3,4,3,10,Loyal,215.61,253,0
16015,704.55,3,907,2011-12-06 10:58:00,2011-10-21 12:56:00,3,3,704.55,5,4,3,12,Loyal,234.85,45,0
16016,1465.51,8,602,2011-12-06 14:35:00,2010-12-08 12:36:00,2,8,1465.51,5,5,4,14,VIP,183.18875,363,0
16017,211.88,1,102,2011-10-23 12:56:00,2011-10-23 12:56:00,46,1,211.88,3,2,1,6,At Risk,211.88,0,0
16018,408.90000000000003,2,190,2011-10-31 14:13:00,2011-06-12 13:52:00,38,2,408.90000000000003,3,3,2,8,Potential Loyal,204.45000000000002,141,0
16019,3786.2400000000002,9,1733,2011-10-24 11:51:00,2010-12-10 12:29:00,46,9,3786.2400000000002,3,5,5,13,VIP,420.6933333333334,317,0
16020,851.01,3,487,2011-11-23 11:18:00,2011-10-05 13:54:00,16,3,851.01,4,4,3,11,Loyal,283.67,48,0
16022,602.63,1,255,2011-03-24 13:16:00,2011-03-24 13:16:00,259,1,602.63,1,2,3,6,At Risk,602.63,0,1
16023,719.81,3,358,2011-10-24 16:34:00,2011-03-18 13:32:00,45,3,719.81,3,4,3,10,Loyal,239.93666666666664,220,0
16024,251.03,1,397,2011-11-27 13:26:00,2011-11-27 13:26:00,11,1,251.03,5,2,2,9,Potential Loyal,251.03,0,0
16025,439.65999999999997,1,338,2011-11-10 11:45:00,2011-11-10 11:45:00,29,1,439.65999999999997,4,2,2,8,Potential Loyal,439.65999999999997,0,0
16026,236.09,1,243,2011-10-27 13:53:00,2011-10-27 13:53:00,42,1,236.09,3,2,1,6,At Risk,236.09,0,0
16027,934.62,6,1147,2011-09-09 10:47:00,2011-02-10 12:19:00,91,6,934.62,2,5,4,11,Loyal,155.77,210,1
16029,80850.84,63,40108,2011-11-01 10:27:00,2010-12-01 09:57:00,38,63,80850.84,3,5,5,13,VIP,1283.3466666666666,335,0
16030,331.24,1,283,2011-02-03 11:28:00,2011-02-03 11:28:00,309,1,331.24,1,2,2,5,At Risk,331.24,0,1
16031,547.9,2,421,2011-09-08 13:07:00,2011-04-06 14:23:00,91,2,547.9,2,3,3,8,Potential Loyal,273.95,154,1
16033,8778.82,20,3529,2011-12-04 12:44:00,2010-12-05 10:36:00,5,20,8778.82,5,5,5,15,VIP,438.941,364,0
16034,437.7,3,242,2011-05-27 16:17:00,2011-01-11 11:54:00,195,3,437.7,1,4,2,7,Potential Loyal,145.9,136,1
16036,758.92,2,716,2011-09-13 14:53:00,2011-03-21 13:01:00,86,2,758.92,2,3,3,8,Potential Loyal,379.46,176,0
16037,855.02,3,428,2011-03-15 09:13:00,2010-12-16 10:18:00,269,3,855.02,1,4,3,8,Potential Loyal,285.00666666666666,88,1
16038,471.78000000000003,3,244,2011-12-02 12:40:00,2011-05-22 11:29:00,7,3,471.78000000000003,5,4,2,11,Loyal,157.26000000000002,194,0
16040,1313.55,3,684,2011-10-05 13:47:00,2011-03-16 09:58:00,64,3,1313.55,3,4,4,11,Loyal,437.84999999999997,203,0
16041,3166.4,3,1584,2011-11-09 12:25:00,2011-07-21 16:27:00,30,3,3166.4,4,4,5,13,VIP,1055.4666666666667,110,0
16042,1177.47,5,743,2011-11-17 17:50:00,2011-01-11 13:25:00,21,5,1177.47,4,4,4,12,Loyal,235.494,310,0
16043,773.99,4,503,2011-11-02 12:50:00,2011-01-26 11:14:00,37,4,773.99,3,4,3,10,Loyal,193.4975,280,0
16045,1340.7,4,897,2011-08-12 12:41:00,2011-02-22 14:55:00,119,4,1340.7,2,4,4,10,Loyal,335.175,170,1
16048,256.44,2,144,2010-12-01 15:28:00,2010-12-01 15:27:00,372,2,256.44,1,3,2,6,At Risk,128.22,0,1
16049,1074.81,3,763,2011-10-30 13:19:00,2011-09-25 14:33:00,39,3,1074.81,3,4,4,11,Loyal,358.27,34,0
16050,137.9,1,278,2011-06-19 11:44:00,2011-06-19 11:44:00,173,1,137.9,2,2,1,5,At Risk,137.9,0,1
16052,362.06,1,282,2011-10-16 15:13:00,2011-10-16 15:13:00,53,1,362.06,3,2,2,7,Potential Loyal,362.06,0,0
16053,1511.95,2,1793,2011-11-07 11:21:00,2011-08-09 14:57:00,32,2,1511.95,4,3,4,11,Loyal,755.975,89,0
16054,783.9,1,380,2011-07-17 13:08:00,2011-07-17 13:08:00,144,1,783.9,2,2,3,7,Potential Loyal,783.9,0,1
16055,134.8,1,22,2011-05-03 09:26:00,2011-05-03 09:26:00,220,1,134.8,1,2,1,4,Lost,134.8,0,1
16056,650.75,1,345,2011-10-25 15:19:00,2011-10-25 15:19:00,44,1,650.75,3,2,3,8,Potential Loyal,650.75,0,0
16057,2263.12,7,863,2011-11-23 15:23:00,2011-02-28 10:35:00,15,7,2263.12,4,5,5,14,VIP,323.30285714285714,268,0
16059,1453.16,6,641,2011-10-05 09:56:00,2010-12-07 10:36:00,65,6,1453.16,3,5,4,12,Loyal,242.19333333333336,301,0
16062,1153.62,4,800,2011-11-30 12:15:00,2010-12-10 12:00:00,9,4,1153.62,5,4,4,13,VIP,288.405,355,0
16063,335.32,1,262,2011-03-24 14:56:00,2011-03-24 14:55:00,259,1,335.32,1,2,2,5,At Risk,335.32,0,1
16065,367.14,1,228,2010-12-09 13:03:00,2010-12-09 13:03:00,364,1,367.14,1,2,2,5,At Risk,367.14,0,1
16066,1521.04,5,935,2011-11-23 11:54:00,2011-08-07 14:33:00,16,5,1521.04,4,4,4,12,Loyal,304.20799999999997,107,0
16070,852.15,2,457,2011-11-17 15:50:00,2011-11-07 16:36:00,21,2,852.15,4,3,3,10,Loyal,426.075,9,0
16071,326.24,1,180,2011-10-26 11:14:00,2011-10-26 11:14:00,44,1,326.24,3,2,2,7,Potential Loyal,326.24,0,0
16072,584.3199999999999,1,140,2011-02-24 14:32:00,2011-02-24 14:32:00,287,1,584.3199999999999,1,2,3,6,At Risk,584.3199999999999,0,1
16073,122.39999999999999,1,48,2011-02-15 15:41:00,2011-02-15 15:41:00,296,1,122.39999999999999,1,2,1,4,Lost,122.39999999999999,0,1
16076,2234.73,10,1435,2011-12-06 14:59:00,2011-05-15 12:31:00,2,10,2234.73,5,5,5,15,VIP,223.473,205,0
16078,79.2,1,16,2011-03-01 09:47:00,2011-03-01 09:47:00,283,1,79.2,1,2,1,4,Lost,79.2,0,1
16079,1352.0,3,864,2011-11-23 12:48:00,2011-10-30 13:06:00,16,3,1352.0,4,4,4,12,Loyal,450.6666666666667,23,0
16080,217.16,2,128,2011-09-19 10:42:00,2011-03-10 14:44:00,81,2,217.16,2,3,1,6,At Risk,108.58,192,0
16081,2799.42,5,1473,2011-10-14 13:06:00,2010-12-08 11:16:00,55,5,2799.42,3,4,5,12,Loyal,559.884,310,0
16083,1317.62,2,908,2011-08-31 10:47:00,2010-12-14 11:51:00,100,2,1317.62,2,3,4,9,Potential Loyal,658.81,259,1
16084,436.18,1,216,2011-02-13 16:05:00,2011-02-13 16:05:00,298,1,436.18,1,2,2,5,At Risk,436.18,0,1
16085,981.51,5,636,2011-11-16 13:24:00,2011-01-23 12:07:00,22,5,981.51,4,4,4,12,Loyal,196.302,297,0
16086,1121.39,5,511,2011-10-11 13:09:00,2010-12-07 13:45:00,58,5,1121.39,3,4,4,11,Loyal,224.27800000000002,307,0
16091,315.06,2,154,2011-07-08 08:45:00,2011-05-25 09:18:00,154,2,315.06,2,3,2,7,Potential Loyal,157.53,43,1
16092,817.86,3,628,2011-08-17 10:46:00,2011-03-30 15:38:00,114,3,817.86,2,4,3,9,Potential Loyal,272.62,139,1
16093,17.0,1,20,2011-08-25 11:09:00,2011-08-25 11:09:00,106,1,17.0,2,2,1,5,At Risk,17.0,0,1
16094,1078.23,4,647,2011-11-28 12:45:00,2011-05-04 13:57:00,11,4,1078.23,5,4,4,13,VIP,269.5575,207,0
16096,320.62,1,155,2011-03-20 13:38:00,2011-03-20 13:38:00,263,1,320.62,1,2,2,5,At Risk,320.62,0,1
16097,185.04999999999998,1,87,2011-04-13 13:47:00,2011-04-13 13:47:00,239,1,185.04999999999998,1,2,1,4,Lost,185.04999999999998,0,1
16098,2005.63,7,613,2011-09-13 09:59:00,2010-12-01 09:45:00,87,7,2005.63,2,5,4,11,Loyal,286.5185714285714,286,0
16099,731.9,3,434,2011-10-20 13:13:00,2011-04-28 08:34:00,49,3,731.9,3,4,3,10,Loyal,243.96666666666667,175,0
16101,1290.7,1,757,2011-09-30 10:18:00,2011-09-30 10:18:00,70,1,1290.7,3,2,4,9,Potential Loyal,1290.7,0,0
16102,1842.14,3,942,2011-10-28 13:19:00,2011-08-03 12:50:00,41,3,1842.14,3,4,4,11,Loyal,614.0466666666667,86,0
